key,source,target
achievementDefeatWarrickDesc,Defeat Warrick the Torn,اهزم واريك من الممزقون
achievementDefeatWarrickName,Torn Asunder,الممزقون إرباً
achievementDefeatWingedBroodDesc,Defeat The Winged Brood,اهزم الحضنة المجنحة
achievementDefeatWingedBroodName,Clipped Wings,أجنحة مقصوصة
achievementDiscoverResources20Desc,Discover 20 different resources,اكتشف 20 مورداً مختلفاً
achievementDiscoverResources20Name,Resource Gatherer,جامع الموارد
achievementDiscoverResources40Desc,Discover 40 different resources,اكتشف 40 مورداً مختلفاً
achievementDiscoverResources40Name,Master Scavenger,جامع خبير
achievementDiscoverResources80Desc,Discover 80 different resources,اكتشف 80 مورداً مختلفاً
achievementDiscoverResources80Name,Resource Hoarder,مكتنز الموارد
achievementDiscoverSeneschalDesc,Discover the Seneschal,اكتشف الحاجب
achievementDiscoverSeneschalName,The Seneschal,الحاجب
achievementDiscoverWeapons120Desc,Discover 120 different weapons,اكتشف 120 سلاحاً مختلفاً
achievementDiscoverWeapons120Name,Weaponsmith's Dream,حلم صانع الأسلحة
achievementDiscoverWeapons30Desc,Discover 30 different weapons,اكتشف 30 سلاحاً مختلفاً
achievementDiscoverWeapons30Name,Arms Collector,جامع الأسلحة
achievementDiscoverWeapons60Desc,Discover 60 different weapons,اكتشف 60 سلاحاً مختلفاً
achievementDiscoverWeapons60Name,Arsenal Expert,خبير الترسانة
achievementEggBreakerDesc,Defeat The Unbreakable Egg,اهزم البيضة التي لا تُكسر
achievementEggBreakerName,Egg Breaker,كاسر البيض
achievementExaltItemDesc,Exalt an item,مجد عنصراً
achievementExaltItemName,Exalted,مُمجد
achievementExaltManyItemsDesc,Exalt multiple items,مجد عناصر متعددة
achievementExaltManyItemsName,Exaltation Master,سيد التمجيد
achievementFinishPrologueDesc,Complete the prologue,أكمل المقدمة
achievementFinishPrologueName,The Journey Begins,بداية الرحلة
achievementFirstCraftDesc,Craft your first item,قم بـ صناعة عنصرك الأول
achievementFirstCraftName,Craftsman,حرفي
achievementFirstEnchantmentDesc,Enchant a weapon for the first time,اسحر سلاحاً للمرة الأولى
achievementFirstEnchantmentName,Arcane Smith,حداد غامض
achievementFirstWeaponDesc,Acquire your first weapon,احصل على سلاحك الأول
achievementFirstWeaponName,Armed and Ready,مسلح ومستعد
achievementFourRunesDesc,Have 4 runes slotted into your weapon,احصل على 4 من الرونات مدمجة في سلاحك
achievementFourRunesName,Rune Master,سيد الرونيات
achievementFullArmorSetDesc,Equip a full armor set,تجهز بمجموعة الدرع كاملة
achievementFullArmorSetName,Dressed to Kill,جاهز للقتال
achievementFullEnchantedGearDesc,Have an enchanted item equipped in every slot,تجهز بعنصر مسحور في كل خانة
achievementFullEnchantedGearName,Fully Enchanted,مسحور بالكامل
achievementGoatInBoatDesc,Find the legendary goat in the boat,اعثر على الماعز الأسطوري في القارب
achievementGoatInBoatName,Goat Boat,قارب الماعز
achievementHardcoreModeDesc,Complete the game on Hardcore mode,أكمل اللعبة في نمط الصعوبة القصوى
achievementHardcoreModeName,Hardcore Survivor,ناجٍ في الصعوبة القصوى
achievementHuntCrittersDesc,Hunt 50 critters,صِد 50 مخلوقاً صغيراً
achievementHuntCrittersName,Critter Killer,قاتل المخلوقات
achievementLevel10Desc,Reach level 10,صل إلى المستوى 10
achievementLevel10Name,Apprentice,متدرب
achievementLevel30Desc,Reach level 30,صل إلى المستوى 30
achievementLevel30Name,Veteran,مخضرم
achievementLevel50Desc,Reach level 50,صل إلى المستوى 50
achievementLevel50Name,Master,سيد
achievementLootChestsDesc,Loot 200 chests,اغنم 200 صندوق
achievementLootChestsName,Treasure Hunter,صائد كنوز
achievementMarkosReturnsDesc,Witness Markos return to Sacrament,شاهد عودة ماركوس إلى ساكرامنت
achievementMarkosReturnsName,An Old Friend,صديق قديم
achievementMaxUpgradeDesc,Fully upgrade a weapon to maximum level,قم بترقية سلاح بالكامل إلى المستوى الأقصى
achievementMaxUpgradeName,Perfect Weapon,سلاح مثالي
achievementOriSecretDesc,Discover a familiar light,اكتشف ضوءاً مألوفاً
achievementOriSecretName,Light in the Dark,ضوء في الظلام
achievementOwnGoldDesc,Own 5 gold,امتلك 5 ذهب
achievementOwnGoldName,Wealthy,ثري
achievementPerfectCombatantDesc,Perform 10 perfect strikes in a row,قم بتنفيذ 10 ضربات مثالية متتالية
achievementPerfectCombatantName,Perfect Combatant,مقاتل مثالي
achievementPlaceHousingItemsDesc,Place 15 unique housing items in your house,ضع 15 عنصراً فريداً للأثاث في منزلك
achievementPlaceHousingItemsName,Interior Decorator,مصمم ديكور داخلي
achievementPlagueDefenderDesc,Hold back a Plagued Outbreak,تصدَّ لتفشي موبوء
achievementPlagueDefenderName,Plague Defender,مدافع ضد الوباء
achievementPlagueIchorMaxedDesc,Fully unlock every Plague Ichor upgrade,افتح بالكامل كل ترقية لإيكور الوباء
achievementPlagueIchorMaxedName,Plaguebound,مقيد بالوباء
achievementRatDefuserDesc,Defeat a Kamikaze Rat before it explodes,اهزم فأر كاميكازي قبل أن ينفجر
achievementRatDefuserName,Bomb Squad,فرقة المتفجرات
achievementSeneschalCompleteDesc,Unlock all of Seneschal's rewards,افتح جميع مكافآت الحاجب
achievementSeneschalCompleteName,Seneschal's Favor,فضل الحاجب
achievementSpartaKickDesc,Defeat an enemy by shoulder barging it off a cliff,اهزم عدواً بدفعه بكتفك من فوق جرف
achievementSpartaKickName,This Is Forsaken!,هذا هو المهجور!
achievementSulinFrothStoryDesc,Discover the full story of Sulin Froth,اكتشف القصة الكاملة لسولين فروث
achievementSulinFrothStoryName,Tales of Sulin Froth,حكايات سولين فروث
achievementSurviveGreatFallDesc,Survive a fall from a great height,انجو من السقوط من ارتفاع شاهق
achievementSurviveGreatFallName,Falling with Style,سقوط بأناقة
achievementUnlockRecipesDesc,Unlock 10 recipes,افتح 10 وصفات
achievementUnlockRecipesName,Recipe Collector,جامع الوصفات
achievementUnspokenDifficultyDesc,Complete Unspoken difficulty,أكمل نمط الصعوبة غير المنطوقة
achievementUnspokenDifficultyName,Unspoken Hero,البطل غير المنطوق
achievementUseGoatBloodDesc,Find a use for Goat Blood,اكتشف استخداماً لدم الماعز
achievementUseGoatBloodName,Goat Blood Alchemist,كيميائي دم الماعز
achievementWhisperStoneInHouseDesc,Place a Whisper Stone in your house,ضع حجر همسة ساكرا في منزلك
achievementWhisperStoneInHouseName,Whispers at Home,همسات في المنزل
