"key","source","target"
"items.consumables.beverages.winesAndCiders.appleCider.Name","Apple Cider","عصير تفاح"
"items.consumables.beverages.winesAndCiders.cavernSweet.Description","Sticky-dark and cloying; an acquired taste.","لزج داكن وشديد الحلاوة؛ مذاق يحتاج إلى اعتياد."
"items.consumables.beverages.winesAndCiders.cavernSweet.Name","Cavern Sweet","حلوى الكهوف"
"items.consumables.beverages.winesAndCiders.emberDraught.Description","Warm going down; warmer coming back up.","دافئة عند ابتلاعها؛ وأشد دفئًا عند ارتدادها."
"items.consumables.beverages.winesAndCiders.emberDraught.Name","Ember Draught","جرعة الجمر"
"items.consumables.beverages.winesAndCiders.foragersBlue.Description","A woodland vintage passed between wanderers.","خمر غابي يتناقله الرحالة."
"items.consumables.beverages.winesAndCiders.foragersBlue.Name","Forager's Blue","زرقة الجامع"
"items.consumables.beverages.winesAndCiders.mudfootWine.Description","Cloudy but honest; tastes like the riverbank smells.","عكر لكنه أصيل؛ مذاقه يشبه رائحة ضفة النهر."
"items.consumables.beverages.winesAndCiders.mudfootWine.Name","Mudfoot Wine","نبيذ القدم الموحلة"
"items.consumables.beverages.winesAndCiders.rubyTonic.Description","Jewel-red and bittersweet; once reserved for lords.","أحمر كالجواهر وحلو بمرارة؛ كان حكرًا على اللوردات في الماضي."
"items.consumables.beverages.winesAndCiders.rubyTonic.Name","Ruby Tonic","المقوي الياقوتي"
"items.consumables.cookedMeals.elegantPlatter.anglersDelightChowder.Description","Instantly restores <color=#5B9968>{0}</color> Health and <color=#5B9968>{1}</color> Focus.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة و<color=#5B9968>{1}</color> من التركيز."
"items.consumables.cookedMeals.elegantPlatter.anglersDelightChowder.Name","Angler's Delight Chowder","حساء بهجة الصياد"
"items.consumables.cookedMeals.elegantPlatter.bilgeSkewer.Description","Instantly restores <color=#5B9968>{0}</color> Health.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة."
"items.consumables.cookedMeals.elegantPlatter.bilgeSkewer.Name","Bilge Skewer","سيخ مياه القعر"
"items.consumables.cookedMeals.elegantPlatter.dockhandStew.Description","Instantly restores <color=#5B9968>{0}</color> Health.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة."
"items.consumables.cookedMeals.elegantPlatter.dockhandStew.Name","Dockhand Stew","يخنة عمال الرصيف"
"items.consumables.cookedMeals.elegantPlatter.fishSalad.Description","Instantly restores <color=#5B9968>{0}</color> Health and <color=#5B9968>{1}</color> Focus.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة و<color=#5B9968>{1}</color> من التركيز."
"items.consumables.cookedMeals.elegantPlatter.fishSalad.Name","Fish Salad","سلطة سمك"
"items.consumables.cookedMeals.elegantPlatter.fishSkewer.Description","Instantly restores <color=#5B9968>{0}</color> Health and <color=#5B9968>{1}</color> Focus.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة و<color=#5B9968>{1}</color> من التركيز."
"items.consumables.cookedMeals.elegantPlatter.fishSkewer.Name","Fish Skewer","سيخ سمك"
"items.consumables.cookedMeals.elegantPlatter.goldenStew.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Stamina by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة. تزيد قدرة التحمل بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.elegantPlatter.goldenStew.Name","Golden Stew","يخنة ذهبية"
"items.consumables.cookedMeals.elegantPlatter.heartyHarvestRagout.Description","Instantly restores <color=#5B9968>{0}</color> Health.
Increases Stamina by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة.
تزيد قدرة التحمل بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.elegantPlatter.heartyHarvestRagout.Name","Hearty Harvest Ragout","يخنة الحصاد الدسمة"
"items.consumables.cookedMeals.elegantPlatter.herdersHearthStew.Description","Instantly restores <color=#5B9968>{0}</color> Health.
Increases Stamina by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة.
تزيد قدرة التحمل بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.elegantPlatter.herdersHearthStew.Name","Herder's Hearth Stew","يخنة موقد الراعي"
"items.consumables.cookedMeals.elegantPlatter.loominOnion.Description","Instantly restores <color=#5B9968>{0}</color> Health.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة."
"items.consumables.cookedMeals.elegantPlatter.loominOnion.Name","Loomin Onion","بصل لومين"
"items.consumables.cookedMeals.elegantPlatter.minersChowder.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Stamina by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة. يزيد قدرة التحمل بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.elegantPlatter.minersChowder.Name","Miner's Chowder","حساء المعدّنين"
"items.consumables.cookedMeals.elegantPlatter.mushroomAndMeatCurry.Description","Instantly restores <color=#5B9968>{0}</color> Health.
Increases Stamina by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة.
يزيد قدرة التحمل بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.elegantPlatter.mushroomAndMeatCurry.Name","Mushroom and Meat Curry","كاري الفطر واللحم"
"items.consumables.cookedMeals.elegantPlatter.paleBeautyChowder.Description","Instantly restores <color=#5B9968>{0}</color> Health and <color=#5B9968>{1}</color> Focus.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة و<color=#5B9968>{1}</color> من التركيز."
"items.consumables.cookedMeals.elegantPlatter.paleBeautyChowder.Name","Pale Beauty Chowder","حساء الجمال الشاحب"
"items.consumables.cookedMeals.elegantPlatter.pumpkinBowl.Description","Instantly restores <color=#5B9968>{0}</color> Health.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة."
"items.consumables.cookedMeals.elegantPlatter.pumpkinBowl.Name","Pumpkin Bowl","وعاء اليقطين"
"items.consumables.cookedMeals.elegantPlatter.rootBake.Description","Instantly restores <color=#5B9968>{0}</color> Health.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة."
"items.consumables.cookedMeals.elegantPlatter.rootBake.Name","Root Bake","مخبوز الجذور"
"items.consumables.cookedMeals.elegantPlatter.saltedEelMedley.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Stamina by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة. يزيد قدرة التحمل بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.elegantPlatter.saltedEelMedley.Name","Salted Eel Medley","خليط الأنقليس المملح"
"items.consumables.cookedMeals.elegantPlatter.seafarersSkewer.Description","Instantly restores <color=#5B9968>{0}</color> Health and <color=#5B9968>{1}</color> Focus.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة و<color=#5B9968>{1}</color> من التركيز."
"items.consumables.cookedMeals.elegantPlatter.seafarersSkewer.Name","Seafarer's Skewer","سيخ البحار"
"items.consumables.cookedMeals.elegantPlatter.shepherdsPie.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Damage Dealt by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة. تزيد الضرر المُلحق بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.elegantPlatter.shepherdsPie.Name","Shepherd's Pie","فطيرة الراعي"
"items.consumables.cookedMeals.elegantPlatter.smokedFishSkewer.Description","Instantly restores <color=#5B9968>{0}</color> Health and <color=#5B9968>{1}</color> Focus.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة و<color=#5B9968>{1}</color> من التركيز."
"items.consumables.cookedMeals.elegantPlatter.smokedFishSkewer.Name","Smoked Fish Skewer","سيخ سمك مدخن"
"items.consumables.cookedMeals.elegantPlatter.spicedCutlet.Description","Instantly restores <color=#5B9968>{0}</color> Health.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة."
"items.consumables.cookedMeals.elegantPlatter.spicedCutlet.Name","Spiced Cutlet","شريحة لحم متبلة"
"items.consumables.cookedMeals.elegantPlatter.tomatoBisque.Description","Instantly restores <color=#5B9968>{0}</color> Health.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة."
"items.consumables.cookedMeals.elegantPlatter.tomatoBisque.Name","Tomato Bisque","حساء الطماطم الغليظ"
"items.consumables.cookedMeals.simpleMeal.chewySteak.Description","Instantly restores <color=#5B9968>{0}</color> Health.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة."
"items.consumables.cookedMeals.simpleMeal.chewySteak.Name","Chewy Steak","شريحة لحم مطاطية"
"items.consumables.cookedMeals.simpleMeal.crabChowder.Description","Instantly restores <color=#5B9968>{0}</color> Health.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة."
"items.consumables.cookedMeals.simpleMeal.crabChowder.Name","Crab Chowder","حساء السلطعون"
"items.consumables.cookedMeals.simpleMeal.dracaenaDumpling.Description","Instantly restores <color=#5B9968>{0}</color> Health.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة."
"items.consumables.cookedMeals.simpleMeal.dracaenaDumpling.Name","Dracaena Dumpling","زلابية عشبة التنين"
"items.consumables.cookedMeals.simpleMeal.mushroomSoup.Description","Instantly restores <color=#5B9968>{0}</color> Health.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة."
"items.consumables.cookedMeals.simpleMeal.mushroomSoup.Name","Mushroom Soup","حساء الفطر"
"items.consumables.cookedMeals.succulentFeast.applePie.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Focus by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة. تزيد التركيز بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.applePie.Name","Apple Pie","فطيرة تفاح"
"items.consumables.cookedMeals.succulentFeast.braisedTenderloin.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Damage Dealt by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة. يزيد الضرر المُلحق بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.braisedTenderloin.Name","Braised Tenderloin","لحم متن مطهو ببطء"
"items.consumables.cookedMeals.succulentFeast.breadedEscalope.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Damage Dealt by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة. يزيد الضرر المُلحق بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.breadedEscalope.Name","Breaded Escalope","إسكالوب بالبقسماط"
"items.consumables.cookedMeals.succulentFeast.crabStuffedMushroom.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Health by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة. يزيد الصحة بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.crabStuffedMushroom.Name","Crab Stuffed Mushroom","فطر محشو بالسلطعون"
"items.consumables.cookedMeals.succulentFeast.fruitPie.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Stamina by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة. تزيد قدرة التحمل بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.fruitPie.Name","Fruit Pie","فطيرة فواكه"
"items.consumables.cookedMeals.succulentFeast.herbInfusedRiverfeast.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Health by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة. تزيد الصحة بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.herbInfusedRiverfeast.Name","Herb-Infused Riverfeast","وليمة نهرية بالأعشاب"
"items.consumables.cookedMeals.succulentFeast.koiExplosion.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Damage Dealt by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة. يزيد الضرر المُلحق بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.koiExplosion.Name","Koi Explosion","انفجار سمك الكوي"
"items.consumables.cookedMeals.succulentFeast.marbledStew.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Damage Dealt by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة. تزيد الضرر المُلحق بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.marbledStew.Name","Marbled Stew","يخنة معرقة بالدهن"
"items.consumables.cookedMeals.succulentFeast.pumpkinPearPie.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Damage Dealt by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة. تزيد الضرر المُلحق بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.pumpkinPearPie.Name","Pumpkin Pear Pie","فطيرة اليقطين والكمثرى"
"items.consumables.cookedMeals.succulentFeast.punchCake.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Damage Dealt by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة. تزيد الضرر المُلحق بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.punchCake.Name","Punch Cake","كعكة اللكمة"
"items.consumables.cookedMeals.succulentFeast.royalRagout.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Damage Dealt by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة. تزيد الضرر المُلحق بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.royalRagout.Name","Royal Ragout","يخنة ملكية"
"items.consumables.cookedMeals.succulentFeast.sirloinPlatter.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Health by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة. يزيد الصحة بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.sirloinPlatter.Name","Sirloin Platter","طبق شريحة لحم الخاصرة"
"items.consumables.cookedMeals.succulentFeast.smokedFishPlatter.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Damage Dealt by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","يستعيد على الفور <color=#5B9968>{0}</color> من الصحة. يزيد الضرر المُلحق بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.smokedFishPlatter.Name","Smoked Fish Platter","طبق سمك مدخن"
"items.consumables.cookedMeals.succulentFeast.vegetableCake.Description","Instantly restores <color=#5B9968>{0}</color> Health. Increases Damage Dealt by <color=#5B9968>{2}</color> for <color=#F2E6BD>{1} Seconds</color>.","تستعيد على الفور <color=#5B9968>{0}</color> من الصحة. تزيد الضرر المُلحق بمقدار <color=#5B9968>{2}</color> لمدة <color=#F2E6BD>{1} ثانية</color>."
"items.consumables.cookedMeals.succulentFeast.vegetableCake.Name","Vegetable Cake","كعكة خضار"
"items.consumables.drugs.savor.Description","An illicit substance of unknown origin. Sought by many, reviled by more. Consume at your own risk.","مادة محظورة مجهولة المصدر. يسعى إليها الكثيرون، وينبذها الأكثر. استهلكها على مسؤوليتك الخاصة."
"items.consumables.drugs.savor.Name","Savor","لذة"
"items.consumables.potions.giantAntidotePotion.Description","A vial that can <color=#F2E6BD>cure</color> all but the most severe cases of <color=#F2E6BD>poison</color>.","قارورة يمكنها <color=#F2E6BD>علاج</color> كافة حالات <color=#F2E6BD>السم</color> تقريبًا باستثناء أشدها فتكًا."
"items.consumables.potions.giantAntidotePotion.Name","Giant Antidote Potion","جرعة ترياق عملاقة"
"items.consumables.potions.giantExperiencePotion.Description","Increases <color=#F2E6BD>Experience Gain</color> by <color=#5B9968>{1}</color> for <color=#F2E6BD>1 Hour</color>.","تزيد <color=#F2E6BD>اكتساب الخبرة</color> بمقدار <color=#5B9968>{1}</color> لمدة <color=#F2E6BD>ساعة واحدة</color>."
"items.consumables.potions.giantExperiencePotion.Name","Giant Experience Potion","جرعة خبرة عملاقة"
"items.consumables.potions.giantVialOfDefense.Description","Reduces <color=#F2E6BD>Damage Taken </color>by <color=#5B9968>{2}</color> and grants <color=#5B9968>{1}</color> additional <color=#F2E6BD>Poise Defense</color> for <color=#F2E6BD>{0} Seconds</color>.","تقلل <color=#F2E6BD>الضرر المُتلقى </color>بمقدار <color=#5B9968>{2}</color> وتمنح <color=#5B9968>{1}</color> إضافية من <color=#F2E6BD>دفاع الثبات</color> لمدة <color=#F2E6BD>{0} ثوانٍ</color>."
"items.consumables.potions.giantVialOfDefense.Name","Giant Vial of Defense","قارورة دفاع عملاقة"
"items.consumables.potions.giantVialOfFocus.Description","Increases <color=#F2E6BD>Focus Gain</color> by <color=#5B9968>{1}</color> for <color=#F2E6BD>{0} Seconds</color>.","تزيد <color=#F2E6BD>اكتساب التركيز</color> بمقدار <color=#5B9968>{1}</color> لمدة <color=#F2E6BD>{0} ثوانٍ</color>."
"items.consumables.potions.giantVialOfFocus.Name","Giant Vial of Focus","قارورة تركيز عملاقة"
"items.consumables.potions.giantVialOfRejuvenation.Description","Potion that <color=#F2E6BD>rejuvenates fallen allies</color>.","جرعة <color=#F2E6BD>تنعش الحلفاء الساقطين</color>."
"items.consumables.potions.giantVialOfRejuvenation.Name","Giant Vial of Rejuvenation","قارورة إنعاش عملاقة"
"items.consumables.potions.giantVialOfStamina.Description","Increases your Stamina by <color=#5B9968>{1}</color> for <color=#F2E6BD>{0} Seconds</color>.","تزيد قوة تحملك بمقدار <color=#5B9968>{1}</color> لمدة <color=#F2E6BD>{0} ثوانٍ</color>."
"items.consumables.potions.giantVialOfStamina.Name","Giant Vial of Stamina","قارورة قدرة تحمل عملاقة"
"items.consumables.potions.grandAntidotePotion.Description","A vial that can <color=#F2E6BD>cure</color> a large amount of <color=#F2E6BD>poison</color>.","قارورة يمكنها <color=#F2E6BD>علاج</color> كمية كبيرة جدًا من <color=#F2E6BD>السم</color>."
"items.consumables.potions.grandAntidotePotion.Name","Grand Antidote Potion","جرعة ترياق كبرى"
"items.consumables.potions.grandExperiencePotion.Description","Increases <color=#F2E6BD>Experience Gain</color> by <color=#5B9968>{1}</color> for <color=#F2E6BD>1 Hour</color>.","تزيد <color=#F2E6BD>اكتساب الخبرة</color> بمقدار <color=#5B9968>{1}</color> لمدة <color=#F2E6BD>ساعة واحدة</color>."
"items.consumables.potions.grandExperiencePotion.Name","Grand Experience Potion","جرعة خبرة كبرى"
"items.consumables.potions.grandVialOfDefense.Description","Reduces <color=#F2E6BD>Damage Taken </color>by <color=#5B9968>{2}</color> and grants <color=#5B9968>{1}</color> additional <color=#F2E6BD>Poise Defense</color> for <color=#F2E6BD>{0} Seconds</color>.","تقلل <color=#F2E6BD>الضرر المُتلقى </color>بمقدار <color=#5B9968>{2}</color> وتمنح <color=#5B9968>{1}</color> إضافية من <color=#F2E6BD>دفاع الثبات</color> لمدة <color=#F2E6BD>{0} ثوانٍ</color>."
"items.consumables.potions.grandVialOfDefense.Name","Grand Vial of Defense","قارورة دفاع كبرى"
"items.consumables.potions.grandVialOfFocus.Description","Increases <color=#F2E6BD>Focus Gain</color> by <color=#5B9968>{1}</color> for <color=#F2E6BD>{0} Seconds</color>.","تزيد <color=#F2E6BD>اكتساب التركيز</color> بمقدار <color=#5B9968>{1}</color> لمدة <color=#F2E6BD>{0} ثوانٍ</color>."
"items.consumables.potions.grandVialOfFocus.Name","Grand Vial of Focus","قارورة تركيز كبرى"
"items.consumables.potions.grandVialOfRejuvenation.Description","Potion that <color=#F2E6BD>rejuvenates fallen allies</color>.","جرعة <color=#F2E6BD>تنعش الحلفاء الساقطين</color>."
"items.consumables.potions.grandVialOfRejuvenation.Name","Grand Vial of Rejuvenation","قارورة إنعاش كبرى"
"items.consumables.potions.grandVialOfStamina.Description","Increases your Stamina by <color=#5B9968>{1}</color> for <color=#F2E6BD>{0} Seconds</color>.","تزيد قوة تحملك بمقدار <color=#5B9968>{1}</color> لمدة <color=#F2E6BD>{0} ثوانٍ</color>."
"items.consumables.potions.grandVialOfStamina.Name","Grand Vial of Stamina","قارورة قدرة تحمل كبرى"
