"key","source","target"
"activities.npc.captainRandolph.bounties.generic.guardMutantSoldierBounty.name","A Man Down","سقوط جندي"
"activities.npc.captainRandolph.bounties.generic.huntsmanBounty.description","I hear reports of one of the feared Huntsmen bringing down quarry both animal and man. There’s a fine line between sportsman and madman. Make him your trophy, Cerim. 

<color=#89888b>Location:</color>","تصلني تقارير عن أحد الصيادين المرهوبين يفتك بالطرائد من الحيوان والإنسان على حد سواء. إن بين الصياد الرياضي والمجنون خطاً رفيعاً. اجعله صيدك الثمين أيها السيريم.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.huntsmanBounty.name","Predator or Prey","مفترس أم فريسة"
"activities.npc.captainRandolph.bounties.generic.knellapBounty.description","One of the deranged chicken knights of the so-called “House of Knellap” is on the loose. Knellap might not be real, but these knights sadly are. Dispatch him with prejudice, Cerim. 

<color=#89888b>Location:</color>","أحد فرسان الدجاج المعتوهين مما يُدعى ""بيت نيلاب"" طليق في الأنحاء. قد لا يكون نيلاب حقيقياً، لكن هؤلاء الفرسان حقيقيون للأسف. تخلص منه بحزم لا هوادة فيه، أيها السيريم.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.knellapBounty.name","Flown the Coop","الفرار من الخم"
"activities.npc.captainRandolph.bounties.generic.lumberjackFemaleBounty.description","It took two of my men to drag home the remains of a poor soul who had a run-in with a Harvester giantess - one carried his top half, the other his lower. Cut her down to size before she hurts anyone else.

<color=#89888b>Location:</color>","تطلب الأمر اثنين من رجالي لجر بقايا مسكين تصادف مع عملاقة من الحصّادين - أحدهما حمل نصفه العلوي، والآخر نصفه السفلي. احسم أمرها وأخضعها قبل أن تؤذي أحداً آخر.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.lumberjackFemaleBounty.name","Fury Felled","إسقاط الثائرة"
"activities.npc.captainRandolph.bounties.generic.lumberjacksBounty.description","The Harvesters once felled trees in service of Sacrament. Now it’s our duty to cut these poor souls down. If only the plague poisoned our isle’s dilettantes and socialites instead of her laborers and loggers.

<color=#89888b>Location:</color>","كان الحصّادون يقطعون الأشجار يوماً في خدمة ساكرامنت. والآن أصبح من واجبنا قطع دابر هؤلاء المساكين. ليت الوباء أصاب مفسدي الجزيرة وأثرياءها بدلاً من عمالها وحطابيها.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.lumberjacksBounty.name","Forest for the Trees","رؤية الغابة خلف الشجر"
"activities.npc.captainRandolph.bounties.generic.nithBounty.description","More of those Nith tribe monstrosities have crawled out of the swamp. The plague has rotted their souls, and the bog has rotted their bodies. Drive them back beneath the muck.

<color=#89888b>Location:</color>","زحف المزيد من وحوش قبيلة نيث خارج المستنقع. نخر الوباء أرواحهم، وعفنت الوحول أجسادهم. أعدهم إلى ما تحت الطين.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.nithBounty.name","The Swamp Rises","نهوض المستنقع"
"activities.npc.captainRandolph.bounties.generic.plagueDoctorBounty.description","One of the unhinged Plague Doctors has been spotted in the wild, attacking anyone she deems “infected.” I pity whatever loss drove her to madness, but she’s beyond saving now.

<color=#89888b>Location:</color>","شوهدت إحدى طبيبات الطاعون فاقدات العقل في البرية، تهاجم أي شخص تعتبره ""مصاباً"". أشفق على ما تكبدته من خسارة أوصلتها للجنون، لكن لا جدوى من إنقاذها الآن.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.plagueDoctorBounty.name","A Deadly Cure","علاج مميت"
"activities.npc.captainRandolph.bounties.generic.plagueHeartBounty.description","What foul abomination is this, what sin against God? Slithering across the ground, its malformed face retching up Torn foes? But no, I don't need to understand it. I just need you to kill it.

<color=#89888b>Location:</color>","أي مسخ خبيث هذا، وأي خطيئة بحق الإله؟ يزحف على الأرض، ووجهه المشوه يتقيأ أعداءً ممزقين؟ لكن لا، لست بحاجة لفهمه. كل ما أريده منك هو أن تقتله.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.plagueHeartBounty.name","A Monstrous Visage","سحنة وحشية"
"activities.npc.captainRandolph.bounties.generic.plaguedBeastsBounty.description","It seems the plague can poison the mind of man and beast alike. These rabid animals need to be put down, Cerim, or else the sickness might spread.

<color=#89888b>Location:</color>","يبدو أن الوباء يستطيع تسميم عقل الإنسان والحيوان على حد سواء. يجب التخلص من هذه الحيوانات المسعورة أيها السيريم، وإلا فقد يتفشى المرض.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.plaguedBeastsBounty.name","Burden of Beasts","عبء الوحوش"
"activities.npc.captainRandolph.bounties.generic.plaguedHumansBounty.description","That they used to be men is not our concern, Cerim. The plague has taken their minds, and now it falls upon us to dispatch what remains of their bodies. It’s not murder - it’s janitorial work.

<color=#89888b>Location:</color>","كونهم كانوا بشراً في السابق ليس من شأننا، أيها السيريم. لقد سلب الوباء عقولهم، وعلينا الآن التخلص مما تبقى من أجسادهم. هذا ليس قتلاً - إنه عمل تنظيف وتطهير.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.plaguedHumansBounty.name","Lost Souls","أرواح ضائعة"
"activities.npc.captainRandolph.bounties.generic.prisonersBounty.description","This might be an unpopular opinion, but I’ve no pity for the plagued prisoners. I reserve my sympathies for the innocent, thank you. Whatever their crime once was, the punishment now is death.

<color=#89888b>Location:</color>","قد لا يعجب هذا الرأي الكثيرين، لكني لا أشعر بأي شفقة تجاه السجناء الموبوئين. أحتفظ بتعاطفي للأبرياء فقط. مهما كانت جريمتهم في السابق، فعقوبتهم الآن هي الموت.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.prisonersBounty.name","Rattle the Cage","هز القفص"
"activities.npc.captainRandolph.bounties.generic.risenBounty.description","My scouts say they’ve spotted another Risen patrol. Criminals pretending to be revolutionaries. We must stem the tide of their so-called rebellion before it boils over into outright war.  

<color=#89888b>Location:</color>","يقول كشافي إنهم رصدوا دورية أخرى للناهضين. مجرمون يتظاهرون بأنهم ثوار. يجب أن نكبح جماح ما يسمونه تمرداً قبل أن يحتدم ويتحول إلى حرب صريحة.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.risenBounty.name","Risen Raid","غارة الناهضين"
"activities.npc.captainRandolph.bounties.generic.sacramentGuardPlagedLeader.description","I take no pleasure in sending one of my own Guard to an early grave, but we must remind ourselves it is a mercy, not a punishment. The Pestilence already killed his soul, now you just need to make sure the body follows suit.

<color=#89888b>Location:</color>","لا يسعدني أبداً إرسال أحد حراسي إلى قبر مبكر، لكن علينا أن نذكر أنفسنا بأنها رحمة وليست عقاباً. لقد قتل الوباء روحه بالفعل، وما عليك الآن سوى التأكد من أن الجسد يلقى المصير ذاته.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.sacramentGuardPlagedLeader.name","Dishonorable Discharge","تسريح مخزٍ"
"activities.npc.captainRandolph.bounties.generic.sirensBounty.description","Nasty little buggers, aren’t they? You strike down one Siren only for two more to wriggle free. Cut through the swarm, Cerim, before a nuisance becomes an infestation.

<color=#89888b>Location:</color>","مخلوقات خبيثة كريهة، أليس كذلك؟ تصرع حورية بحر (سايرن) واحدة لتفلت اثنتان غيرها. شق طريقك عبر السرب أيها السيريم، قبل أن يتحول الإزعاج إلى تفشٍ وبيل.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.sirensBounty.name","Siren Song","أغنية السايرن"
"activities.npc.captainRandolph.bounties.generic.tanthBounty.description","I’ve no idea who’s footing the bill for these haughty Tanth mercenaries to be terrorizing our shores, but their gold is no match for our steel. If we can’t send them back to Tanth, let’s send them to an early grave.

<color=#89888b>Location:</color>","لا علم لي بمن يدفع نفقات مرتزقة تانث المتغطرسين هؤلاء لترويع شواطئنا، لكن ذهبهم لا يصمد أمام فولاذنا. إن لم نتمكن من إعادتهم إلى تانث، فلنرسلهم إلى حتفهم.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.tanthBounty.name","Bloody Business","تجارة دموية"
"activities.npc.captainRandolph.bounties.generic.wingedBroodBounty.description","With the Mountain Gate destroyed, it seems we've opened a door to evil itself. Those grotesque bat creatures have poured forth all over the island. Show no mercy - they must be eradicated if Sacra is to survive.

<color=#89888b>Location:</color>","مع تدمير بوابة الجبل، يبدو أننا فتحنا باباً للشر عينه. تدفقت تلك المخلوقات الخفاشية المشوهة في كل أنحاء الجزيرة. لا تظهر أي رحمة - يجب إبادتها إن أردنا لساكرا البقاء.

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.wingedBroodBounty.name","A Brooding Threat","تهديد مجنح متربص"
"activities.npc.captainRandolph.bounties.generic.witchesBounty.description","Strange rumors have been circulating about the plagued women who escaped from the prison. Supernatural hokum, I’m sure. I’ll squash these rumors, and you squash these “witches.”

<color=#89888b>Location:</color>","شائعات غريبة تتداولها الألسن حول النساء الموبوؤات اللاتي فررن من السجن. خرافات وأوهام، أنا واثق من ذلك. سأتولى وأد هذه الشائعات، وتولَّ أنت القضاء على هؤلاء ""الساحرات"".

<color=#89888b>الموقع:</color>"
"activities.npc.captainRandolph.bounties.generic.witchesBounty.name","Witch Unbound","ساحرة طليقة"
"activities.npc.captainRandolph.bounties.tier1.weekly.warRoomPlaguedLeaderBounty.warRoomPlaguedLeaderBounty.name","Within Our Walls","داخل أسوارنا"
"activities.npc.captainRandolph.challenges.gearCollect.name","Gear Retrieval","استرداد العتاد"
"activities.npc.captainRandolph.challenges.harvestResources.catchFish.description","The natural world offers man her bounty. And what do we offer her in return? Order. The wilderness's rewards await those who tame her – rewards that I trust you'll put to good use.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Fish at Fishing Spots</color>","تجود الطبيعة بخيراتها على الإنسان. وماذا نقدم لها في المقابل؟ النظام. مكافآت البرية بانتظار من يروضها - مكافآت أثق بأنك ستحسن استغلالها.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>اصطد الأسماك من مواقع الصيد</color>"
"activities.npc.captainRandolph.challenges.harvestResources.fishingName","Gone Fishing","رحلة صيد"
"activities.npc.captainRandolph.challenges.harvestResources.genericName","Brought to Heel","ترويض البرية"
"activities.npc.captainRandolph.challenges.harvestResources.harvestBirchTrees.description","The natural world offers man her bounty. And what do we offer her in return? Order. The wilderness's rewards await those who tame her – rewards that I trust you'll put to good use.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Chop Down Birch Trees</color>","تجود الطبيعة بخيراتها على الإنسان. وماذا نقدم لها في المقابل؟ النظام. مكافآت البرية بانتظار من يروضها - مكافآت أثق بأنك ستحسن استغلالها.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>اقطع أشجار البتولا</color>"
"activities.npc.captainRandolph.challenges.harvestResources.harvestCopperOre.description","The natural world offers man her bounty. And what do we offer her in return? Order. The wilderness's rewards await those who tame her – rewards that I trust you'll put to good use.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Mine Copper Ore Veins</color>","تجود الطبيعة بخيراتها على الإنسان. وماذا نقدم لها في المقابل؟ النظام. مكافآت البرية بانتظار من يروضها - مكافآت أثق بأنك ستحسن استغلالها.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>عدّن عروق خام النحاس</color>"
"activities.npc.captainRandolph.challenges.harvestResources.harvestDigSpots.description","The natural world offers man her bounty. And what do we offer her in return? Order. The wilderness's rewards await those who tame her – rewards that I trust you'll put to good use.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Unearth Digging Spots</color>","تجود الطبيعة بخيراتها على الإنسان. وماذا نقدم لها في المقابل؟ النظام. مكافآت البرية بانتظار من يروضها - مكافآت أثق بأنك ستحسن استغلالها.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>انبش مواقع الحفر</color>"
"activities.npc.captainRandolph.challenges.harvestResources.harvestTreesGeneric.description","The natural world offers man her bounty. And what do we offer her in return? Order. The wilderness's rewards await those who tame her – rewards that I trust you'll put to good use.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Chop Down Trees</color>","تجود الطبيعة بخيراتها على الإنسان. وماذا نقدم لها في المقابل؟ النظام. مكافآت البرية بانتظار من يروضها - مكافآت أثق بأنك ستحسن استغلالها.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>اقطع الأشجار</color>"
"activities.npc.captainRandolph.challenges.patrol.description","Cerim, we're still discovering secrets on this island to this day - You'd be doing us a favor if you could help map out the surrounding areas. Time to go on patrol.

<color=#89888b>Patrol Area:</color>","أيها السيريم، ما زلنا نكتشف أسراراً على هذه الجزيرة حتى يومنا هذا - ستسدي لنا صنيعاً إن ساعدتنا في استكشاف المناطق المحيطة ورسم خرائطها. حان وقت الخروج في دورية.

<color=#89888b>منطقة الدورية:</color>"
"activities.npc.captainRandolph.challenges.patrol.name","Sacra Surveyor","مساح ساكرا"
"activities.npc.captainRandolph.challenges.randomized.randomizedCollectChallenge.description","An army is more than just men. It’s the food in their bellies, the weapons in their fists, the clothes on their back. Fetch me what I need, and you’ll be handsomely rewarded.

<color=#89888b>OBJECTIVE:</color>","الجيش أكبر من مجرد رجال. إنه الطعام في بطونهم، والسلاح في أيديهم، والكساء على ظهورهم. اجلب لي ما أحتاجه، وستنال مكافأة سخية.

<color=#89888b>الهدف:</color>"
"activities.npc.captainRandolph.challenges.randomized.randomizedCollectChallenge.nameA","Supply Run","حملة إمدادات"
"activities.npc.captainRandolph.challenges.randomized.randomizedCollectChallenge.nameB","Gather and Give","اجمع وأعطِ"
"activities.npc.captainRandolph.challenges.randomized.randomizedCollectChallenge.nameC","Delivery Duty","واجب التوصيل"
"activities.npc.captainRandolph.challenges.randomized.randomizedKillChallenge.description","There’s only one way to live up to your own legend, Cerim. Show me your true mettle and cut down the enemies of Sacrament. There’s good coin in it, if glory and duty aren’t reward enough. 

<color=#89888b>OBJECTIVE:</color>","لا توجد سوى طريقة واحدة لتكون جديراً بأسطورتك أيها السيريم. أرني معدنك الحقيقي واقضِ على أعداء ساكرامنت. ستحصل على مال وفير، إن لم يكن المجد والواجب مكافأة كافية.

<color=#89888b>الهدف:</color>"
"activities.npc.captainRandolph.challenges.randomized.randomizedKillChallenge.nameA","Kill Or Be Killed","قاتل أو مقتول"
"activities.npc.captainRandolph.challenges.randomized.randomizedKillChallenge.nameB","Blood for Blood","الدم بالدم"
"activities.npc.captainRandolph.challenges.randomized.randomizedKillChallenge.nameC","Soldier of Sacra","جندي ساكرا"
"activities.npc.captainRandolph.challenges.runeChallenge.attachDescription","It pains me to say this, Cerim, but survival might require more than traditional weapons alone. Visit Eleanor the enchanter to master runes. An occult weapon is still better than a shattered one.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Attach Runes to Weapons</color>","يؤسفني قول هذا أيها السيريم، لكن النجاة قد تتطلب ما هو أكثر من الأسلحة التقليدية وحدها. زر إليانور المشعوذة لإتقان الرون. السلاح الغامض يظل أفضل من سلاح محطم.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>ركّب الرونات على الأسلحة</color>"
"activities.npc.captainRandolph.challenges.runeChallenge.extractDescription","It pains me to say this, Cerim, but survival might require more than traditional weapons alone. Visit Eleanor the enchanter to master runes. An occult weapon is still better than a shattered one.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Extract Runes from Weapons</color>","يؤسفني قول هذا أيها السيريم، لكن النجاة قد تتطلب ما هو أكثر من الأسلحة التقليدية وحدها. زر إليانور المشعوذة لإتقان الرون. السلاح الغامض يظل أفضل من سلاح محطم.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>استخرج الرونات من الأسلحة</color>"
"activities.npc.captainRandolph.challenges.runeChallenge.name","Rune Binding","ربط الرون"
"activities.npc.captainRandolph.challenges.shardCollect.name","Shard Shipment","شحنة الشظايا"
"activities.npc.captainRandolph.challenges.tier1.daily.enchantWeapon.enchantWeaponChallenge.descriptionA","With the right materials, Eleanor can enchant your weapons and armor with mystical properties. Show me some enchanted gear, and I'll offer you a reward. You need all the strength you can get.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Enchant Weapons</color>","باستخدام المواد المناسبة، تستطيع إليانور سحر أسلحتك ودروعك بخصائص صوفية. أرني بعض العتاد المسحور وسأقدم لك مكافأة. أنت بحاجة إلى كل قوة يمكنك حيازتها.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>اسحر الأسلحة</color>"
"activities.npc.captainRandolph.challenges.tier1.daily.enchantWeapon.enchantWeaponChallenge.descriptionB","With the right materials, Eleanor can enchant your weapons and armor with mystical properties. Show me some enchanted gear, and I'll offer you a reward. You need all the strength you can get.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Enchant Armors</color>","باستخدام المواد المناسبة، تستطيع إليانور سحر أسلحتك ودروعك بخصائص صوفية. أرني بعض العتاد المسحور وسأقدم لك مكافأة. أنت بحاجة إلى كل قوة يمكنك حيازتها.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>اسحر الدروع</color>"
"activities.npc.captainRandolph.challenges.tier1.daily.enchantWeapon.enchantWeaponChallenge.name","Enchanted Gear","عتاد مسحور"
"activities.npc.captainRandolph.challenges.tier1.weekly.completeChallenges.completeChallengesChallenge.description","We all need to lend a helping hand to our fellow comrades in these trying times, Cerim.

Show me that you stand with Sacrament and you shall have this reward.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Complete Challenges</color>","علينا جميعاً مد يد العون لرفاقنا في هذه الأوقات العصيبة، أيها السيريم.

أثبت لي أنك تقف في صف ساكرامنت وستنال هذه المكافأة.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>أكمل التحديات</color>"
"activities.npc.captainRandolph.challenges.tier1.weekly.completeChallenges.completeChallengesChallenge.name","Civic Duty","واجب وطني"
"activities.npc.captainRandolph.challenges.tier1.weekly.completeDanosProjects.completeDanosProjectsChallenge.description","Would you like to see Sacrament returned to its former glory, Cerim?
The citizens of the city are hard at work bringing their home back to its prime.

Seek out Danos at the market and see if you can lend a hand.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Complete Builder Projects</color>","هل تود رؤية ساكرامنت تعود إلى مجدها التليد، أيها السيريم؟
يعمل أهالي المدينة بدأب لإعادة وطنهم إلى أوج ازدهاره.

ابحث عن دانوس في السوق وانظر إن كان بإمكانك مد يد العون.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>أكمل مشاريع البناء</color>"
"activities.npc.captainRandolph.challenges.tier1.weekly.completeDanosProjects.completeDanosProjectsChallenge.name","Sacrament Reborn","ولادة ساكرامنت من جديد"
"activities.npc.captainRandolph.challenges.tier2.daily.lootChestsChallenge.lootChestsChallenge.descriptionA","As you may know, the bandits and raiders roaming Sacra often stash their weaponry in chests scattered across the land. Large chests often have the most valuable offerings.

Cerim, steal back what they stole from us.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Loot Chests</color>","كما تعلم على الأرجح، غالباً ما يخبئ قطاع الطرق والمغيرون الذين يجوبون ساكرا أسلحتهم في صناديق متناثرة في أرجاء الأرض. وتضم الصناديق الكبيرة عادةً أثمن الغنائم.

أيها السيريم، استرد ما سرقوه منا.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>انهب الصناديق</color>"
"activities.npc.captainRandolph.challenges.tier2.daily.lootChestsChallenge.lootChestsChallenge.descriptionB","As you may know, the bandits and raiders roaming Sacra often stash their weaponry in chests scattered across the land. Large chests often have the most valuable offerings.

Cerim, steal back what they stole from us.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Loot Large Chests</color>","كما تعلم على الأرجح، غالباً ما يخبئ قطاع الطرق والمغيرون الذين يجوبون ساكرا أسلحتهم في صناديق متناثرة في أرجاء الأرض. وتضم الصناديق الكبيرة عادةً أثمن الغنائم.

أيها السيريم، استرد ما سرقوه منا.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>انهب الصناديق الكبيرة</color>"
"activities.npc.captainRandolph.challenges.tier2.daily.lootChestsChallenge.lootChestsChallenge.name","Plunder Seeker","باحث عن الغنائم"
"activities.npc.captainRandolph.challenges.tier2.daily.parrying.parryingChallenge.description","I often say that Parry and Riposte are a soldier's bread and butter. The latter fills the stomach, the former keeps it from being split open.

If you want to be of any use to us, you'll need to master this technique.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Perform Successful Parries</color>","غالباً ما أقول إن الصد المتقن والهجوم المرتد هما عتاد الجندي وقوته اليومية. فالأخير يقضي على العدو، والأول يحميك من أن تُشق بطنك.

إذا أردت أن تكون ذا فائدة لنا، فعليك إتقان هذه المهارة.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>نفّذ صداً متقناً ناجحاً</color>"
"activities.npc.captainRandolph.challenges.tier2.daily.parrying.parryingChallenge.name","Parry and Riposte","الصد المتقن والهجوم المرتد"
"activities.npc.captainRandolph.challenges.tier2.daily.upgrade3Weapons.upgradeWeaponsChallenge.descriptionA","You're going to need some fortified armaments if you wish to survive out there, Cerim.

Talk to Fillmore the blacksmith - he'll reinforce your gear. Once you've done some upgrades, come speak to me.

<color=#89888b>OBJECTIVE:</color>
<color=#f2e6bd>Upgrade Weapons</color>","ستحتاج إلى تسليح محصن إن كنت ترغب في النجاة هناك، أيها السيريم.

تحدث إلى فيلمور الحداد - سيعزز عتادك. وبمجرد إجراء بعض الترقيات، تعال وتحدث إليّ.

<color=#89888b>الهدف:</color>
<color=#f2e6bd>ترقية الأسلحة</color>"
