"key","source","target"
"entities.interactives.generalInteractives.chooseHelmetRewardInteractableC.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>Choose Plague Doctor's Helmet </color>.","اضغط على [interact] <color=#F2E6BD>لاختيار خوذة طبيب الطاعون</color>."
"entities.interactives.generalInteractives.creepHeartDestroy","Press [interact] to <color=#F2E6BD>destroy Blight with Dire Nettle Spores</color>.","اضغط على [interact] <color=#F2E6BD>لتدمير العفن باستخدام أبواغ القراص الرهيب</color>."
"entities.interactives.generalInteractives.eggPickupInteractable.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>Pick Up Egg</color>.","اضغط على [interact] <color=#F2E6BD>لالتقاط البيضة</color>."
"entities.interactives.generalInteractives.fallenEmberOfferingGeneralInteractable.assetCrucibleRunInProgressHintRef","Crucible run is already in progress","محاولة البوتقة جارية بالفعل"
"entities.interactives.generalInteractives.fallenEmberOfferingGeneralInteractable.assetInteractionFailedHintRef","Offering made, enter pool to start crucible run.","تم تقديم القربان، ادخل البركة لبدء محاولة البوتقة."
"entities.interactives.generalInteractives.fallenEmberOfferingGeneralInteractable.assetInteractionHintRef","Press [interact] to make an <color=#F2E6BD>Offering</color>.","اضغط على [interact] لتقديم <color=#F2E6BD>قربان</color>."
"entities.interactives.generalInteractives.listenInteractable.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>listen</color>.","اضغط على [interact] <color=#F2E6BD>للاستماع</color>."
"entities.interactives.generalInteractives.noteInteractableBigRadius.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>read the note</color>.","اضغط على [interact] <color=#F2E6BD>لقراءة الملاحظة</color>."
"entities.interactives.generalInteractives.pickupPendantTasksPickup.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>Pick Up Pendant</color>.","اضغط على [interact] <color=#F2E6BD>لالتقاط القلادة</color>."
"entities.interactives.generalInteractives.plagueStatueInteractable.assetInteractionRecordRef","Press [interact] to reset the world's plague level!","اضغط على [interact] لإعادة ضبط مستوى وباء العالم!"
"entities.interactives.generalInteractives.readableInteractable.assetInteractionHintRef","Press [interact] to read","اضغط على [interact] للقراءة"
"entities.interactives.generalInteractives.rebirthStatueInteractable.assetInteractionRecordRef","Press [interact] to reset your stats and get a permanent buff!","اضغط على [interact] لإعادة ضبط خصائصك والحصول على تعزيز دائم!"
"entities.interactives.generalInteractives.rebirthStatueInteractable.assetPlagueLevelTooHighRecordRef","Global plague level is too high to rebirth.","مستوى الوباء العام مرتفع للغاية بحيث لا يمكن الولادة من جديد."
"entities.interactives.generalInteractives.rebirthStatueInteractable.assetPlayerHasEquipmentRecordRef","Must have no equipment equipped to use this statue!","يجب ألا تكون مجهزاً بأي عتاد لاستخدام هذا التمثال!"
"entities.interactives.generalInteractives.rebirthStatueInteractable.assetPlayerLevelTooLowRecordRef","You must be at least level {0} to rebirth.","يجب أن يكون مستواك {0} على الأقل للولادة من جديد."
"entities.interactives.generalInteractives.removeChainsInteractable.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>Remove Chains</color>.","اضغط على [interact] <color=#F2E6BD>لإزالة السلاسل</color>."
"entities.interactives.genericPickup.genericPickupData.assetHintTextRecordRef","Press [interact] to <color=#F2E6BD>grab items</color>.","اضغط على [interact] <color=#F2E6BD>لأخذ الأغراض</color>."
"entities.interactives.ladders.ladderData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>kick down the ladder</color>.","اضغط على [interact] <color=#F2E6BD>لركل السلم لأسفل</color>."
"entities.interactives.levelInteractives.kestrelEggAltar.useItemHint","Press [interact] to <color=#F2E6BD>use the Kestrel's Egg</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام بيضة العوسق</color>."
"entities.interactives.levelInteractives.levers.brokenWallLever.brokenWallLeverData.assetHintTextRecordRef","Press [interact] to <color=#F2E6BD>pull lever</color>.","اضغط على [interact] <color=#F2E6BD>لشد الرافعة</color>."
"entities.interactives.levelInteractives.levers.lever.leverGridData.assetHintTextRecordRef","Press [interact] to <color=#F2E6BD>open the grate</color>.","اضغط على [interact] <color=#F2E6BD>لفتح الشبيكة</color>."
"entities.interactives.levelInteractives.levers.pushCog.pushCogActionData.assetHintTextRecordRef"," <color=#F2E6BD>Move</color> in a direction or release [interact] to <color=#F2E6BD>let go of the wheel</color>."," <color=#F2E6BD>تحرك</color> في أي اتجاه أو حرر [interact] <color=#F2E6BD>لإفلات العجلة</color>."
"entities.interactives.levelInteractives.levers.pushCog.pushCogData.assetHintTextRecordRef","Hold [interact] to <color=#F2E6BD>grab the wheel</color>.","اضغط مطولاً على [interact] <color=#F2E6BD>للإمساك بالعجلة</color>."
"entities.interactives.levelInteractives.pushPullBlock.pushPullBlockData.assetHintTextRecordRef","Press [hold] to <color=#F2E6BD>move the block</color>.","اضغط على [hold] <color=#F2E6BD>لتحريك الكتلة</color>."
"entities.interactives.npcGroupData.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>talk</color>.","اضغط على [interact] <color=#F2E6BD>للتحدث</color>."
"entities.interactives.resourceNodes.digSpotResourceData.assetHasBrokenToolHintRecordRef","Your equipped shovel is<color=""red""> broken</color>, repair it to <color=#F2E6BD>dig</color>.","المجرفة المجهزة لديك<color=""red""> مكسورة</color>، أصلحها <color=#F2E6BD>للحفر</color>."
"entities.interactives.resourceNodes.digSpotResourceData.assetHasToolHintRecordRef","Press [interact] to <color=#F2E6BD>dig using your shovel</color>.","اضغط على [interact] <color=#F2E6BD>للحفر باستخدام مجرفتك</color>."
"entities.interactives.resourceNodes.digSpotResourceData.assetNoToolHintRecordRef","Press [interact] with a <color=#F2E6BD>Shovel</color> equipped to <color=#F2E6BD>dig</color>.","اضغط على [interact] مع تجهيز <color=#F2E6BD>مجرفة</color> <color=#F2E6BD>للحفر</color>."
"entities.interactives.resourceNodes.digSpotResourceData.assetRegeneratingRecordRef","This resource <color=#F2E6BD>has been depleted</color>.","هذا المورد <color=#F2E6BD>قد استُنفد</color>."
"entities.interactives.resourceNodes.dynamic.dynamicCopperOreResourceData.assetHasBrokenToolHintRecordRef","Your equipped pickaxe is<color=""red""> broken</color>, repair it to <color=#F2E6BD>mine the ore</color>.","المعول المجهز لديك<color=""red""> مكسور</color>، أصلحه <color=#F2E6BD>لتعدين الخام</color>."
"entities.interactives.resourceNodes.dynamic.dynamicCopperOreResourceData.assetHasToolHintRecordRef","Press [interact] to <color=#F2E6BD>mine the ore using a pickaxe</color>.","اضغط على [interact] <color=#F2E6BD>لتعدين الخام باستخدام معول</color>."
"entities.interactives.resourceNodes.dynamic.dynamicCopperOreResourceData.assetNoToolHintRecordRef","Press [interact] with a <color=#F2E6BD>Pickaxe</color> equipped to <color=#F2E6BD>mine the ore</color>.","اضغط على [interact] مع تجهيز <color=#F2E6BD>معول</color> <color=#F2E6BD>لتعدين الخام</color>."
"entities.interactives.resourceNodes.dynamic.dynamicCuttableTreeResourceData.assetHasBrokenToolHintRecordRef","Your equipped axe is<color=""red""> broken</color>, repair it to <color=#F2E6BD>chop down the tree</color>.","الفأس المجهزة لديك<color=""red""> مكسورة</color>، أصلحها <color=#F2E6BD>لقطع الشجرة</color>."
"entities.interactives.resourceNodes.dynamic.dynamicCuttableTreeResourceData.assetHasToolHintRecordRef","Press [interact] to <color=#F2E6BD>chop down the tree using axe</color>.","اضغط على [interact] <color=#F2E6BD>لقطع الشجرة باستخدام الفأس</color>."
"entities.interactives.resourceNodes.dynamic.dynamicCuttableTreeResourceData.assetNoToolHintRecordRef","Press [interact] with a <color=#F2E6BD>Woodcutter's Axe</color> equipped to <color=#F2E6BD>cut down this tree</color>.","اضغط على [interact] مع تجهيز <color=#F2E6BD>فأس حطاب</color> <color=#F2E6BD>لقطع هذه الشجرة</color>."
"entities.interactives.resourceNodes.dynamic.dynamicFishingSpotResourceData.assetHasBrokenToolHintRecordRef","Your equipped fishing rod is<color=""red""> broken</color>, repair it to <color=#F2E6BD>catch some fish</color>.","صنارة الصيد المجهزة لديك<color=""red""> مكسورة</color>، أصلحها <color=#F2E6BD>لصيد بعض الأسماك</color>."
"entities.interactives.resourceNodes.dynamic.dynamicFishingSpotResourceData.assetHasToolHintRecordRef","Press [interact] to <color=#F2E6BD>catch some fish</color>.","اضغط على [interact] <color=#F2E6BD>لصيد بعض الأسماك</color>."
"entities.interactives.resourceNodes.dynamic.dynamicFishingSpotResourceData.assetNoToolHintRecordRef","Press [interact] with a <color=#F2E6BD>Fishing Rod</color> equipped to <color=#F2E6BD>catch some fish</color>.","اضغط على [interact] مع تجهيز <color=#F2E6BD>صنارة صيد</color> <color=#F2E6BD>لصيد بعض الأسماك</color>."
"entities.interactives.resourceNodes.farming.farmableGroundData.assetHarvestHintTextRecordRef","Press [interact] to <color=#F2E6BD>harvest crop</color>.","اضغط على [interact] <color=#F2E6BD>لحصاد المحصول</color>."
"entities.interactives.resourceNodes.farming.farmableGroundData.assetPlantHintTextRef","Press [seedbag] to <color=#F2E6BD>plant a crop</color>.","اضغط على [seedbag] <color=#F2E6BD>لزرع محصول</color>."
"entities.interactives.resourceNodes.farming.farmableGroundData.assetTillHintTextRecordRef","Press [farmtool1] with a hoe equipped to <color=#F2E6BD>till the soil</color>.","اضغط على [farmtool1] مع تجهيز معزقة <color=#F2E6BD>لعزق التربة</color>."
"entities.interactives.resourceNodes.farming.farmableGroundData.assetWaterHintTextRecordRef","Press [farmtool2] with a watering can equipped to <color=#F2E6BD>water the soil</color>.","اضغط على [farmtool2] مع تجهيز مرشة ماء <color=#F2E6BD>لري التربة</color>."
"entities.interactives.resourceNodes.refillWateringCanResourceData.assetHasBrokenToolHintRecordRef","Your equipped watering can is<color=""red""> broken</color>, repair it to <color=#F2E6BD>refill it</color>.","مرشة الماء المجهزة لديك<color=""red""> مكسورة</color>، أصلحها <color=#F2E6BD>لإعادة ملئها</color>."
"entities.interactives.resourceNodes.refillWateringCanResourceData.assetHasToolHintRecordRef","Press [interact] to <color=#F2E6BD> refill your watering can</color>.","اضغط على [interact] <color=#F2E6BD>لإعادة ملء مرشة الماء</color>."
"entities.interactives.resourceNodes.refillWateringCanResourceData.assetNoToolHintRecordRef","Press [interact] with a <color=#F2E6BD>Watering Can</color> equipped to <color=#F2E6BD>refill it</color>.","اضغط على [interact] مع تجهيز <color=#F2E6BD>مرشة ماء</color> <color=#F2E6BD>لإعادة ملئها</color>."
"entities.interactives.resourceNodes.refillWateringCanResourceData.assetRegeneratingRecordRef","You have to <color=#F2E6BD>wait for this well to replenish</color> to take more water from it.","عليك <color=#F2E6BD>الانتظار حتى يمتلئ هذا البئر مجدداً</color> لأخذ المزيد من الماء منه."
"entities.interactives.staticPickupData.assetInteractionHintRecordRef","Press [interact] to pick up <color=#F2E6BD>{0}</color>.","اضغط على [interact] لالتقاط <color=#F2E6BD>{0}</color>."
"entities.items.houseItems.craftingTables.alchemyTable.houseAlchemyTableData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>to pick up the alchemy table</color>.","اضغط على [block] <color=#F2E6BD>لالتقاط طاولة الخيمياء</color>."
"entities.items.houseItems.craftingTables.alchemyTable.houseAlchemyTableData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the alchemy table</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام طاولة الخيمياء</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطها</color>."
"entities.items.houseItems.craftingTables.anvil.houseAnvilData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>to pick up the anvil</color>.","اضغط على [block] <color=#F2E6BD>لالتقاط السندان</color>."
"entities.items.houseItems.craftingTables.anvil.houseAnvilData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the anvil</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام السندان</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطه</color>."
"entities.items.houseItems.craftingTables.old.artificerTable.houseArtificerTableData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the artificer table</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام طاولة الحرفي</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطها</color>."
"entities.items.houseItems.craftingTables.old.scribeTable.houseScribeTableData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>to pick up the scribe table</color>.","اضغط على [block] <color=#F2E6BD>لالتقاط طاولة النَسّاخ</color>."
"entities.items.houseItems.craftingTables.old.scribeTable.houseScribeTableData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the scribe table</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام طاولة النَسّاخ</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطها</color>."
"entities.items.houseItems.craftingTables.sewingTable.houseSewingTableData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>to pick up the sewing table</color>.","اضغط على [block] <color=#F2E6BD>لالتقاط طاولة الخياطة</color>."
"entities.items.houseItems.craftingTables.sewingTable.houseSewingTableData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the sewing table</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام طاولة الخياطة</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطها</color>."
"entities.items.houseItems.craftingTables.stove.houseStoveData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>to pick up the stove</color>.","اضغط على [block] <color=#F2E6BD>لالتقاط الموقد</color>."
"entities.items.houseItems.craftingTables.stove.houseStoveData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the stove</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام الموقد</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطه</color>."
"entities.items.houseItems.craftingTables.workbench.houseWorkbenchData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>to pick up the workbench</color>.","اضغط على [block] <color=#F2E6BD>لالتقاط طاولة العمل</color>."
"entities.items.houseItems.craftingTables.workbench.houseWorkbenchData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the workbench</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لاستخدام طاولة العمل</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطها</color>."
"entities.items.houseItems.decorativeItems.books.stackOfTomes.stackOfTomesData.assetInteractionHintRecordRef","Press [block] to pick up <color=#F2E6BD>Stack of Tomes</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>كومة المجلدات</color>."
"entities.items.houseItems.decorativeItems.carpets.flimsyJuteCarpetData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Flimsy Jute Carpet</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>سجادة الخيش الرقيقة</color>."
"entities.items.houseItems.decorativeItems.carpets.redCottonCarpetData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Red Cotton Carpet</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>سجادة القطن الحمراء</color>."
"entities.items.houseItems.decorativeItems.chimneys.chimneyData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Chimney</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>المدخنة</color>."
"entities.items.houseItems.decorativeItems.instruments.lute.luteData.assetInteractionHintRecordRef","Press [block] to pick up <color=#F2E6BD>Minstrel's Timeless Lute</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>عود المنشد الأبدي</color>."
"entities.items.houseItems.decorativeItems.lights.basicCandleHolder.basicCandleHolderData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Basic Candle Holder</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>حامل الشموع الأساسي</color>."
"entities.items.houseItems.decorativeItems.lights.ironBrazier.ironBrazierData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Iron Brazier</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>المجمرة الحديدية</color>."
"entities.items.houseItems.decorativeItems.lights.luchina.luchinaData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Classic Homestead Luchina</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>شعلة المنزل الكلاسيكية</color>."
"entities.items.houseItems.decorativeItems.lights.nobleCandleHolder.nobleCandleHolderData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Noble Candle Holder</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>حامل الشموع النبيل</color>."
"entities.items.houseItems.decorativeItems.lights.refinedCandleHolder.refinedCandleHolderData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Refined Candle Holder</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>حامل الشموع المصقول</color>."
"entities.items.houseItems.decorativeItems.lumber.lumberStack.lumberStackData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>look inside the Lumber Stack</color> or press [block] to <color=#F2E6BD>pick it up</color>.","اضغط على [interact] <color=#F2E6BD>لتفحص كومة الخشب من الداخل</color> أو اضغط على [block] <color=#F2E6BD>لالتقاطها</color>."
"entities.items.houseItems.decorativeItems.vases.crimsonTulipVase.crimsonTulipVaseData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Crimson Tulip Vase</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>مزهرية الخزامى القرمزية</color>."
"entities.items.houseItems.decorativeItems.vases.grayClayVase.grayClayVaseData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Gray Clay Vase</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>مزهرية الطين الرمادي</color>."
"entities.items.houseItems.decorativeItems.vases.lavenderWhisperVase.lavenderWhisperVaseData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Lavender Whisper Vase</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>مزهرية همس اللافندر</color>."
"entities.items.houseItems.decorativeItems.vases.sunfireBlossomVase.sunfireBlossomVaseData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Sunfire Blossom Vase</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>مزهرية زهر شمس النار</color>."
"entities.items.houseItems.decorativeItems.vases.verdantBloomVase.verdantBloomVaseData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Verdant Blossom Vase</color>.","اضغط على [block] لالتقاط <color=#F2E6BD>مزهرية الزهر الخضراء</color>."
"entities.items.houseItems.furniture.beds.simpleBed.adventurersRespiteBed.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sleep</color> | Press [block] to pick up the <color=#F2E6BD>Adventurer's Respite Bed</color>.","اضغط على [interact] <color=#F2E6BD>للنوم</color> | اضغط على [block] لالتقاط <color=#F2E6BD>سرير راحة المغامر</color>."
"entities.items.houseItems.furniture.beds.simpleBed.simpleBedData.assetInteractingHintRecordRef","Logging out while sleeping will give you a rested bonus after {0} hours.","تسجيل الخروج أثناء النوم سيمنحك مكافأة راحة بعد {0} ساعات."
"entities.items.houseItems.furniture.beds.simpleBed.simpleBedData.assetInteractionSleepTavernHintRecordRef","Press [interact] to <color=#F2E6BD>sleep</color>","اضغط على [interact] <color=#F2E6BD>للنوم</color>"
"entities.items.houseItems.furniture.beds.simpleBed.voyagersRejuvenationBed.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sleep</color> | Press [block] to pick up the <color=#F2E6BD>Voyager's Rejuvenation Bed</color>.","اضغط على [interact] <color=#F2E6BD>للنوم</color> | اضغط على [block] لالتقاط <color=#F2E6BD>سرير تجدد الرحالة</color>."
"entities.items.houseItems.furniture.beds.simpleBed.wayfarersRestBed.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sleep</color> | Press [block] to pick up the <color=#F2E6BD>Wayfarer's Rest Bed</color>.","اضغط على [interact] <color=#F2E6BD>للنوم</color> | اضغط على [block] لالتقاط <color=#F2E6BD>سرير راحة السالك</color>."
"entities.items.houseItems.furniture.benches.naturalContourBench.naturalContourBenchData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Natural Contour Bench</color>.","اضغط على [interact] <color=#F2E6BD>للجلوس</color> | اضغط على [block] لالتقاط <color=#F2E6BD>مقعد طويل بتعرج طبيعي</color>."
