"key","source","target"
"boons.common.utility.restorativeMending.Description","<b>Durability</b> of all equipped items increased by {0}","زيادة <b>متانة</b> جميع العناصر المجهزة بمقدار {0}"
"boons.common.utility.restorativeMending.Name","Restorative Mending","إصلاح شافٍ"
"boons.plagued.critical.blindJuggernaut.Description","[StatCritical] <b>Critical Damage</b> increased by {0}, but [StatStaminaRegen] <b>Stamina Regeneration</b> reduced by {1}","زيادة [StatCritical] <b>الضرر الحرج</b> بمقدار {0}، ولكن تقليل [StatStaminaRegen] <b>تجدد التحمل</b> بمقدار {1}"
"boons.plagued.critical.blindJuggernaut.Name","Blind Juggernaut","عملاق أعمى"
"boons.plagued.critical.brashOutburst.Description","[StatCritical] <b>Critical Damage</b> increased by {0}, but [StatDamage] <b>Damage</b> reduced by {1}","زيادة [StatCritical] <b>الضرر الحرج</b> بمقدار {0}، ولكن تقليل [StatDamage] <b>الضرر</b> بمقدار {1}"
"boons.plagued.critical.brashOutburst.Name","Brash Outburst","فورة متهورة"
"boons.plagued.critical.darkPrecision.Description","[StatCritical] <b>Critical Hit Chance</b> increased by {0}, but take {1} more [StatDamageTaken] <b>Damage</b>","زيادة [StatCritical] <b>فرصة الضربة الحرجة</b> بمقدار {0}، ولكنك تتلقى {1} أكثر من [StatDamageTaken] <b>الضرر</b>"
"boons.plagued.critical.darkPrecision.Name","Dark Precision","دقة مظلمة"
"boons.plagued.critical.righteousPenance.Description","[StatCritical] <b>Critical Hit Chance</b> doubled, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}","مضاعفة [StatCritical] <b>فرصة الضربة الحرجة</b>، ولكن تقليل [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.critical.righteousPenance.Name","Righteous Penance","توبة عادلة"
"boons.plagued.damage.bloodthirst.Description","[StatDamage] <b>Damage</b> increased by {0}, but take {1} more [StatDamageTaken] <b>Damage</b>","زيادة [StatDamage] <b>الضرر</b> بمقدار {0}، ولكنك تتلقى {1} أكثر من [StatDamageTaken] <b>الضرر</b>"
"boons.plagued.damage.bloodthirst.Name","Bloodthirst","تعطش للدماء"
"boons.plagued.damage.cursedPower.Description","[StatDamage] <b>Damage</b> increased by {0}, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}","زيادة [StatDamage] <b>الضرر</b> بمقدار {0}، ولكن تقليل [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.damage.cursedPower.Name","Cursed Power","قوة ملعونة"
"boons.plagued.damage.infernalWrath.Description","[StatDamage] <b>Damage</b> increased by {0}, but take <b>continuous Damage</b>","زيادة [StatDamage] <b>الضرر</b> بمقدار {0}، ولكنك تتلقى <b>ضرراً مستمراً</b>"
"boons.plagued.damage.infernalWrath.Name","Infernal Wrath","غضب جهنمي"
"boons.plagued.damage.sacrificialStrength.Description","[StatDamage] <b>Damage</b> increased by {0}, but [StatStaminaRegen] <b>Stamina Regeneration</b> reduced by {1}","زيادة [StatDamage] <b>الضرر</b> بمقدار {0}، ولكن تقليل [StatStaminaRegen] <b>تجدد التحمل</b> بمقدار {1}"
"boons.plagued.damage.sacrificialStrength.Name","Sacrificial Strength","قوة التضحية"
"boons.plagued.elemental.cursedFlame.Description","<b>Heat Damage</b> increased by {0}, but take {1} more <b>Damage</b>","زيادة <b>الضرر الحراري</b> بمقدار {0}، ولكنك تتلقى {1} أكثر من <b>الضرر</b>"
"boons.plagued.elemental.cursedFlame.Name","Cursed Flame","لهب ملعون"
"boons.plagued.elemental.frozenStride.Description","<b>Cold Damage</b> increased by {0}, but take {1} more <b>Damage</b>","زيادة <b>الضرر الجليدي</b> بمقدار {0}، ولكنك تتلقى {1} أكثر من <b>الضرر</b>"
"boons.plagued.elemental.frozenStride.Name","Frozen Stride","خطوة متجمدة"
"boons.plagued.elemental.primevalFocus.Description","[StatElementalDamage] <b>Elemental Damage</b> increased by {0}, but [StatPhysicalDamage] <b>Physical Damage</b> reduced by {1}","زيادة [StatElementalDamage] <b>الضرر العنصري</b> بمقدار {0}، ولكن تقليل [StatPhysicalDamage] <b>الضرر الجسدي</b> بمقدار {1}"
"boons.plagued.elemental.primevalFocus.Name","Primeval Focus","تركيز بدائي"
"boons.plagued.elemental.shockingAura.Description","<b>Electric Damage</b> increased by {0}, but take {1} more <b>Damage</b>","زيادة <b>الضرر الكهربائي</b> بمقدار {0}، ولكنك تتلقى {1} أكثر من <b>الضرر</b>"
"boons.plagued.elemental.shockingAura.Name","Shocking Aura","هالة صاعقة"
"boons.plagued.elemental.toxicAffinity.Description","<b>Plague Damage</b> increased by {0}, but take {1} more <b>Damage</b>","زيادة <b>ضرر الوباء</b> بمقدار {0}، ولكنك تتلقى {1} أكثر من <b>الضرر</b>"
"boons.plagued.elemental.toxicAffinity.Name","Toxic Affinity","ألفة سامة"
"boons.plagued.equipment.cursedLightness.Description","[StatWeight] <b>Weight</b> decreased by {0}, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}","تقليل [StatWeight] <b>الوزن</b> بمقدار {0}، ولكن تقليل [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.equipment.cursedLightness.Name","Cursed Lightness","خفة ملعونة"
"boons.plagued.equipment.fleetAssault.Description","[StatMovementSpeed] <b>Movement Speed</b> and [StatAttackSpeed] <b>Attack Speed</b> increased by {0}, but [StatMaxFocus] <b>Focus</b> is removed","زيادة [StatMovementSpeed] <b>سرعة الحركة</b> و[StatAttackSpeed] <b>سرعة الهجوم</b> بمقدار {0}، ولكن يُفقد [StatMaxFocus] <b>التركيز</b> بالكامل"
"boons.plagued.equipment.fleetAssault.Name","Fleet Assault","هجوم خاطف"
"boons.plagued.equipment.fragilePoise.Description","[StatPoiseDefense] <b>Poise Defense</b> increased by {0}, but [StatAttackSpeed] <b>Attack Speed</b> reduced by {1}","زيادة [StatPoiseDefense] <b>دفاع التوازن</b> بمقدار {0}، ولكن تقليل [StatAttackSpeed] <b>سرعة الهجوم</b> بمقدار {1}"
"boons.plagued.equipment.fragilePoise.Name","Fragile Poise","توازن هش"
"boons.plagued.equipment.unstableReinforcement.Description","<b>Durability</b> of all equipment increased by {0}, but <b>Maximum Health</b> reduced by {1}","زيادة <b>متانة</b> جميع المعدات بمقدار {0}، ولكن تقليل <b>الحد الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.equipment.unstableReinforcement.Name","Unstable Reinforcement","تعزيز غير مستقر"
"boons.plagued.equipment.volatileArmor.Description","[StatDamageTaken] <b>Damage Resistance</b> increased by {0}, but [StatStaminaCost] <b>Stamina Cost</b> increased by {1}","زيادة [StatDamageTaken] <b>مقاومة الضرر</b> بمقدار {0}، ولكن زيادة [StatStaminaCost] <b>تكلفة التحمل</b> بمقدار {1}"
"boons.plagued.equipment.volatileArmor.Name","Volatile Armor","درع متقلب"
"boons.plagued.fire.blazingCurse.Description","[StatFireDamage] [!sFire]Burn Damage[/s] increased by {0}, but [StatHealing]<b>Healing</b> is reduced by {1}","زيادة [StatFireDamage] [!sFire]ضرر الحرق[/s] بمقدار {0}، ولكن تقليل [StatHealing]<b>الشفاء</b> بمقدار {1}"
"boons.plagued.fire.blazingCurse.Name","Blazing Curse","لعنة ملتهبة"
"boons.plagued.fire.blindEruption.Description","Greatly increase <b>Chance</b> to trigger <b>Fire Burst Echo</b>, but [StatFocusGain] <b>Focus Gain</b> reduced by {0}","زيادة هائلة في <b>فرصة</b> تفعيل <b>صدى الانفجار الناري</b>، ولكن تقليل [StatFocusGain] <b>اكتساب التركيز</b> بمقدار {0}"
"boons.plagued.fire.blindEruption.Name","Blind Eruption","ثوران أعمى"
"boons.plagued.fire.cursedEmber.Description","[StatFireDamage] [!sFire]Fire Damage[/s] increased by {0}, but take {1} more [StatDamageTaken] <b>Damage</b> from all sources","زيادة [StatFireDamage] [!sFire]الضرر الناري[/s] بمقدار {0}، ولكنك تتلقى {1} أكثر من [StatDamageTaken] <b>الضرر</b> من جميع المصادر"
"boons.plagued.fire.cursedEmber.Name","Cursed Ember","جمرة ملعونة"
"boons.plagued.fire.volcanicRage.Description","[StatFireDamage] [!sFire]Burn Buildup[/s] increased by {0}, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}","زيادة [StatFireDamage] [!sFire]تراكم الحرق[/s] بمقدار {0}، ولكن تقليل [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.fire.volcanicRage.Name","Volcanic Rage","غضب بركاني"
"boons.plagued.focus.bitterPromise.Description","[StatFocusGain] <b>Focus Gain</b> increased by {0}, but take {1} [StatPhysicalDamage] [!sPhysical]Damage[/s] on Focus Use","زيادة [StatFocusGain] <b>اكتساب التركيز</b> بمقدار {0}، ولكن تتلقى {1} [StatPhysicalDamage] [!sPhysical]ضرر[/s] عند استخدام التركيز"
"boons.plagued.focus.bitterPromise.Name","Bitter Promise","وعد مرير"
"boons.plagued.focus.cursedFocus.Description","[StatFocusGain] <b>Focus Gain</b> increased by {0}, but [StatMaxHealth] <b>Max Health</b> reduced by {1}","زيادة [StatFocusGain] <b>اكتساب التركيز</b> بمقدار {0}، ولكن تقليل [StatMaxHealth] <b>الحد الأقصى للصحة</b> بمقدار {1}"
"boons.plagued.focus.cursedFocus.Name","Cursed Focus","تركيز ملعون"
