"key","source","target"
"NPCs.quests.faithAndFlame.primusAndInquisitors.line2","We serve at her pleasure. I can assure you that any others will meet the same end.","نحن في خدمتها طوع أمرها. وأؤكد لك أن أي شخص آخر سيلقى المصير ذاته."
"NPCs.quests.faithAndFlame.primusAndInquisitors.line3","No. We will not tolerate any more doubt within your ranks, Primus. Not while we knock on salvation’s door.","كلا. لن نتسامح مع ذرة شك أخرى في صفوفك، أيها القائد. ليس ونحن نقرع أبواب الخلاص."
"NPCs.quests.faithAndFlame.primusAndInquisitors.line4","Discipline takes time. It’s earned, not bought.","الانضباط يتطلب وقتاً. يُكتسب ولا يُشترى."
"NPCs.quests.faithAndFlame.primusAndInquisitors.line5","The Born God disagrees. Discipline is forged. It is a tool, molded in flame...","الإله المولود يخالفك الرأي. فالانضباط يُصاغ صياغة، كأداة تشكلها ألسنة اللهب..."
"NPCs.quests.faithAndFlame.primusAndInquisitors.line6","I... It will not happen again. I assure you.","أنا... لن يتكرر هذا مجدداً، أعدك بذلك."
"NPCs.quests.faithAndFlame.primusAndInquisitors.line7","...and sometimes, an effigy is needed. The weakness must burn, so the rest will kneel.","...وفي بعض الأحيان، تكون هناك حاجة لمجسم يحترق ليكون عبرة. يجب أن يحترق الضعف كي يركع الباقون."
"NPCs.quests.faithAndFlame.primusAndInquisitors.line8","Speaker. The sigil of House Bolein is the phoenix. Born of flame...","أيها المتحدث. شعار بيت بولين هو طائر الفينيق. مولودٌ من اللهب..."
"NPCs.quests.faithAndFlame.primusAndInquisitors.line9","You cannot burn what was born in the ashes... Please! I am a servant of the king!","لا يمكنك إحراق ما وُلد من الرماد... أرجوك! أنا خادم للملك!"
"NPCs.quests.faithAndFlame.primusBainbridge.afterKillingDeserters.interact1Line1","So justice caught up with the deserters? Hmm, fair enough. Saves me the trouble.","إذن فقد نالت العدالة من أولئك الفارين؟ همم، منصف تماماً. وفرتم عليّ العناء."
"NPCs.quests.faithAndFlame.primusBainbridge.afterKillingDeserters.interact1Line2","I’ll have my men strip the uniforms from those dogs. All cowards deserve to meet their maker naked. ","سآمر رجالي بتجريد أولئك الكلاب من بزاتهم العسكرية. فكل الجبناء يستحقون لقاء بارئهم عرايا."
"NPCs.quests.faithAndFlame.primusBainbridge.afterKillingDeserters.interact1Line3","And I’ll inform the Inquisition that my ranks have been sewn up tight.","وسأبلغ محاكم التفتيش بأن صفوفي باتت منضبطة ومحكمة كالسيف."
"NPCs.quests.faithAndFlame.primusBainbridge.afterKillingDeserters.interact1Line4","Consider my gaze averted.","اعتبرني غضضت الطرف عنك."
"NPCs.quests.faithAndFlame.primusBainbridge.firstInteraction.interact1Line1","You can hear it, can’t you? Feel it in your feet as well. And not a moment too soon if you ask me.","يمكنك سماع ذلك، أليس كذلك؟ وتشعر به تحت قدميك أيضاً. وليس مبكراً أبداً إن سألتني."
"NPCs.quests.faithAndFlame.primusBainbridge.firstInteraction.interact1Line2","None may pass. Not even your kind, Cerim. The Madrigal’s “divine work” must not be disturbed.","لا يُسمح لأحد بالمرور. ولا حتى لجنسك، أيها السيريم. «العمل الإلهي» للمادريغال يجب ألا يعكره أي تشويش."
"NPCs.quests.faithAndFlame.primusBainbridge.firstInteraction.interact1Line3","Although...","مع أن..."
"NPCs.quests.faithAndFlame.primusBainbridge.firstInteraction.interact1Line4","I confess, some of my men proved to be anything but. Fled rather than see their duty through. A stain on the Bolein sigil.","أعترف بأن بعض رجالي أثبتوا أنهم ليسوا رجالاً على الإطلاق. لاذوا بالفرار بدلاً من أداء واجبهم. وصمة عار على شعار بولين."
"NPCs.quests.faithAndFlame.primusBainbridge.firstInteraction.interact1Line5","Now I’ve the Inquisition breathing down my neck, going on about heresy and devotion.","والآن تتنفس محاكم التفتيش في عنقي، ثرثرة متواصلة عن الهرطقة والولاء."
"NPCs.quests.faithAndFlame.primusBainbridge.firstInteraction.interact1Line6","I lost their trail in the caves to the west. Punish their cowardice and I might... step away from my post?","فقدت أثرهم في الكهوف إلى الغرب. عاقب جبنهم وقد... أتنحى قليلاً عن موقع حراستي؟"
"NPCs.quests.faithAndFlame.primusBainbridge.firstInteraction.interact1Line7","Just to notify our friends in red, of course.","فقط لإخطار أصدقائنا ذوي الأردية الحمراء، بطبيعة الحال."
"NPCs.quests.faithAndFlame.primusBainbridge.firstInteraction.interact2Line1","We’ve lingered too long already on this backwater. My men grow hungry, sick, tired of stone.","لقد مكثنا طويلاً في هذه البقعة المعزولة. رجالي جياع، مرضى، وسئموا الحجارة الصماء."
"NPCs.quests.faithAndFlame.primusBainbridge.firstInteraction.interact2Line2","Not the Inquisitors though. They seem to thrive off it. Whispering prayers around the firepit’s flames, cherishing their own suffering.","أما المحققون فلا. يبدو أنهم ينتعشون بهذه الظروف؛ يهمسون بالصلوات حول ألسنة حفرة النار، ويتلذذون بمعاناتهم."
"NPCs.quests.faithAndFlame.primusBainbridge.firstInteraction.interact2Line3","Answer me this: if everyone’s a martyr, then who’s left to get anything done?","أجبني بربك: إن كان الجميع شهداء، فمن ذا الذي يتبقى لإنجاز العمل؟"
